application_number,child_application_number,child_filing_date
05357616,06605248,1984-04-30
05357616,06242350,1981-03-10
05382013,90000505,1984-02-15
05382218,05854003,1977-11-22
05381979,05952939,1978-10-19
05382208,05959356,1978-11-09
05382512,05610094,1975-09-02
05382512,06223943,1981-01-12
05382295,05513140,1974-10-08
05382295,05854057,1977-11-23
05382295,05854058,1977-11-23
05382295,06301134,1981-09-11
05382295,06803524,1985-12-02
05383269,05640411,1975-12-15
05383288,06719969,1985-04-04
05383288,07188065,1988-04-27
05381814,90000623,1984-09-11
05382486,06172255,1980-07-25
05381740,06045403,1979-06-04
05383629,05930000,1978-08-01
05381087,06170932,1980-07-21
05381087,06029882,1979-04-13
05384203,05715191,1976-08-17
05384304,06153660,1980-05-27
05384304,06384612,1982-06-03
05384341,06279133,1981-06-30
05384341,06098007,1979-11-28
05384341,06098008,1979-11-28
05384566,05721576,1976-09-08
05385333,05548669,1975-02-10
05378002,06189265,1980-09-22
05378636,05758928,1977-01-13
05385028,05894367,1978-04-07
05385028,05894368,1978-04-07
05385451,05922799,1978-07-07
05385451,05852200,1977-11-17
05385451,06271645,1981-06-08
05385451,06288296,1981-07-30
05385451,06281883,1981-07-09
05385451,06538492,1983-10-03
05386189,05721831,1976-09-09
05386189,05900245,1978-04-26
05386189,06639112,1984-08-09
05387100,05841616,1977-10-13
05386626,06190054,1980-09-23
05386626,06190053,1980-09-23
05386626,06409425,1982-08-19
05366714,05727330,1976-09-27
05366714,05730756,1976-10-07
05366714,05950901,1978-10-12
05366714,05849733,1977-11-09
05366714,05812285,1977-07-01
05366714,05844765,1977-10-25
05366714,06504691,1983-06-15
05366714,06505141,1983-06-16
05366714,06772961,1985-09-05
05366714,06818573,1986-01-13
05366714,05849812,1977-11-09
05366714,05860277,1977-12-13
05366714,07763395,1991-09-20
05366714,07763461,1991-09-20
05366714,07764431,1991-09-23
05366714,07774159,1991-10-15
05366714,90002541,1991-12-13
05366714,06520277,1983-08-04
05366714,07182709,1988-04-18
05366714,07515881,1990-04-27
05366714,07515886,1990-04-27
05366714,08286620,1994-08-05
05366714,08464035,1995-06-05
05366714,08470898,1995-06-06
05366714,08472041,1995-06-06
05366714,07191669,1988-05-09
05366714,07495808,1990-03-16
05366714,08445456,1995-05-31
05366714,08445457,1995-05-31
05366714,08445458,1995-05-31
05366714,08454810,1995-05-31
05366714,08454873,1995-05-31
05366714,08454874,1995-05-31
05366714,08454887,1995-05-31
05366714,08455297,1995-05-31
05366714,08455303,1995-05-31
05366714,08455309,1995-05-31
05366714,08455310,1995-05-31
05366714,08455320,1995-05-31
05366714,08456128,1995-05-31
05366714,08456129,1995-05-31
05366714,08456261,1995-05-31
05366714,08469528,1995-06-06
05366714,08470665,1995-06-06
05366714,08470666,1995-06-06
05366714,08470856,1995-06-06
05366714,08470859,1995-06-06
05366714,08471062,1995-06-06
05366714,08471117,1995-06-06
05366714,08471434,1995-06-06
05366714,08471810,1995-06-06
05366714,08471932,1995-06-07
05366714,08472031,1995-06-06
05366714,08472032,1995-06-06
05366714,08472074,1995-06-06
05366714,08479019,1995-06-06
05366714,08479097,1995-06-06
05366714,05889301,1978-03-23
05366714,06160871,1980-06-19
05366714,06160872,1980-06-19
05366714,06342579,1982-01-25
05366714,06422932,1982-09-24
05366714,06424949,1982-09-27
05366714,07740682,1991-08-06
05366714,07963533,1992-10-20
05366714,08033685,1993-03-16
05366714,08254818,1994-06-06
05366714,08283374,1994-08-01
05366714,08285669,1994-08-03
05366714,08417532,1995-04-06
05366714,08418211,1995-04-06
05366714,08418212,1995-04-06
05366714,08418213,1995-04-06
05366714,08418215,1995-04-06
05366714,08418216,1995-04-06
05366714,08419326,1995-04-10
05366714,08419476,1995-04-10
05366714,08419584,1995-04-10
05366714,08419585,1995-04-10
05366714,08419586,1995-04-10
05366714,08419682,1995-04-10
05366714,08420170,1995-04-11
05366714,08420470,1995-04-12
05366714,08423058,1995-04-17
05366714,08423073,1995-04-17
05366714,08423234,1995-04-17
05366714,08423235,1995-04-17
05366714,08426450,1995-04-21
05366714,08426521,1995-04-21
05366714,08426548,1995-04-21
05366714,08427547,1995-04-24
05366714,08428359,1995-04-21
05366714,07279592,1988-12-02
05366714,06191873,1980-09-29
05366714,08435924,1995-05-05
05366714,08419590,1995-04-10
05366714,08419681,1995-04-10
05366714,08430089,1995-04-27
05366714,08432249,1995-05-01
05366714,07283661,1988-12-13
05366714,08435502,1995-05-05
05366714,07578041,1990-09-04
05366714,08429272,1995-04-24
05366714,06342579,1982-01-25
05366714,08428737,1995-04-25
05366714,08436552,1995-05-08
05366714,08471214,1995-06-06
05366714,08471596,1995-06-06
05366714,08472025,1995-06-06
05366714,06422932,1982-09-24
05366714,06424949,1982-09-27
05387354,05944740,1978-09-22
05376780,90000852,1985-09-06
05387443,05614759,1975-09-18
05387443,05845076,1977-10-25
05387443,06099477,1979-12-03
05387446,05531793,1974-12-11
05387446,06254065,1981-04-14
05387446,06858949,1986-05-07
05387446,06860422,1986-05-07
05375329,90000510,1984-02-27
05373819,05655664,1976-02-05
05373819,06645472,1984-08-29
05373819,06649636,1984-09-12
05388101,05930055,1978-08-01
05387956,05563066,1975-03-28
05387956,05944857,1978-09-22
05387956,07324095,1989-02-14
05372838,05663243,1976-03-03
05372838,06278399,1981-06-29
05372838,07576379,1990-08-31
05372838,08141200,1993-10-21
05389289,05649948,1976-01-27
05389572,05609299,1975-09-02
05388761,90000005,1981-07-01
05388761,90000131,1981-12-23
05388761,06007946,1979-01-31
05388761,90000006,1981-07-01
05388761,90000132,1981-12-23
05389745,05830716,1977-09-06
05389745,05944830,1978-09-18
05389637,06413134,1982-08-30
05388180,05563537,1975-03-31
05389823,05738217,1976-06-03
05390414,05949433,1978-10-10
05390570,06280845,1981-07-06
05390714,06667100,1984-11-01
05390714,06925491,1986-10-29
05390645,05731611,1976-10-13
05390645,06060950,1979-07-26
05390645,06292371,1981-08-13
05390645,06455169,1983-01-03
05390645,06780225,1985-09-24
05387759,05514949,1974-10-15
05387588,05826196,1977-08-19
05387588,05935099,1978-08-21
05386622,05534807,1974-12-20
05392585,05964557,1978-11-29
05392889,05516129,1974-10-18
05384640,05791798,1977-04-28
05384640,06014256,1979-02-22
05384494,05718078,1976-08-26
05383952,05891079,1978-03-29
05383485,05798078,1977-05-18
05383677,90000450,1983-09-28
05383475,06309092,1981-10-06
05382963,05817944,1977-07-22
05392569,05750118,1976-12-13
05391058,05702395,1976-07-06
05391058,05955518,1978-10-30
05390856,06738461,1985-05-28
05390856,07314232,1989-02-21
05389733,90000521,1984-03-02
05389733,06080143,1979-09-28
05389870,90001633,1988-11-07
05391717,05518450,1974-10-29
05391717,06394099,1982-07-01
05391717,90001963,1990-03-19
05391717,90002115,1990-08-24
05391717,90002284,1991-02-20
05390715,06108499,1979-12-31
05390715,06545110,1983-10-25
05390715,07096317,1987-09-09
05390715,07213097,1988-06-29
05390715,07355503,1989-05-23
05390715,07350773,1989-05-12
05390715,07544885,1990-06-28
05390715,07544904,1990-06-28
05390715,07599992,1990-10-19
05390715,07794506,1991-11-19
05390715,07971477,1992-11-04
05390715,08177064,1994-01-03
05390715,08354214,1994-12-12
05393192,05859943,1977-12-12
05393192,06106247,1979-12-21
05393509,05641347,1975-12-16
05394801,05459774,1974-04-10
05394801,06091159,1979-11-05
05395214,05903595,1978-05-08
05395214,06222772,1981-01-06
05392961,05695688,1976-06-11
05395662,06047593,1979-06-08
05395662,06320791,1981-11-12
05395662,06644075,1984-08-24
05395662,06812497,1985-12-23
05396337,05579751,1975-05-21
05396337,05809731,1977-06-24
05396537,05891338,1978-03-29
05396793,05889565,1978-03-23
05396820,06181959,1980-08-28
05397248,05818577,1977-07-25
05397306,06082593,1979-10-09
05397555,05955823,1978-10-30
05397946,90002050,1990-06-12
05397432,06069774,1979-08-27
05397940,05851621,1977-11-14
05398732,06400817,1982-07-22
05398732,07428816,1989-10-27
05398732,07650154,1991-02-04
05398732,07812883,1991-12-20
05398732,08035006,1993-03-22
05396976,06075368,1979-09-14
05396976,06393675,1982-06-30
05396976,07115252,1987-10-30
05398831,05739139,1976-11-05
05398831,06031149,1979-04-18
05398831,06031150,1979-04-18
05398831,06276540,1981-06-23
05399204,05561441,1975-03-24
05399204,06001981,1979-01-08
05399238,05865150,1977-12-28
05399238,05926596,1978-07-20
05397258,06315175,1981-10-26
05398793,90000917,1985-12-07
05399008,05897077,1978-04-17
05399008,05872851,1978-01-27
05399008,06052711,1979-06-28
05399008,06166942,1980-07-08
05399008,06430160,1982-09-30
05399008,06316388,1981-10-29
05399008,06191092,1980-09-26
05398955,90002308,1991-03-25
05399817,05829141,1977-08-30
05399817,06047526,1979-06-08
05400145,05868877,1978-01-12
05400243,05845497,1977-10-26
05400484,05958756,1978-11-08
05400994,05650636,1976-01-20
05401062,06009450,1979-02-05
05396630,06075369,1979-09-14
05395346,05702623,1976-07-06
05395346,06031849,1979-04-20
05395346,05888288,1978-03-20
05395346,06023838,1979-03-26
05395346,06178520,1980-08-15
05395346,06323820,1981-11-23
05395346,06428476,1982-09-29
05395346,06881503,1986-06-27
05395346,07319976,1989-03-07
05401812,90000034,1981-07-27
05401812,90000202,1982-05-21
05398610,90000278,1982-10-28
05398610,05702367,1976-07-02
05398610,05836885,1977-09-26
05398610,05837957,1977-09-29
05398610,05903271,1978-05-05
05398610,05903366,1978-05-05
05398610,06279288,1981-06-25
05398610,06181491,1980-09-04
05398610,06279274,1981-06-25
05398610,06279279,1981-06-25
05398610,06469565,1983-02-23
05398610,06490357,1983-05-02
05398610,06469563,1983-02-23
05398610,06469564,1983-02-23
05398610,06587973,1984-03-09
05398610,06279288,1981-06-25
05398610,06279279,1981-06-25
05398610,06469565,1983-02-23
05398610,06490357,1983-05-02
05398610,06587973,1984-03-09
05402733,06258879,1981-04-29
05402928,05559476,1975-03-18
05403896,05598034,1975-07-22
05403899,06091879,1979-11-07
05396008,90002483,1991-10-21
05404054,05938743,1978-08-31
05404054,06632768,1984-07-20
05404054,07120244,1987-11-03
05404054,07366669,1989-06-15
05404054,07739847,1991-08-02
05394138,06147757,1980-05-08
05404856,05851621,1977-11-14
05405119,05794792,1977-05-09
05405111,05678377,1976-04-19
05405111,06138300,1980-04-08
05405138,05764433,1977-01-31
05405138,06007584,1979-01-29
05405138,06069298,1979-08-24
05405138,06462374,1983-01-31
05405138,06315008,1981-10-26
05405138,07400517,1989-08-30
05404665,05614834,1975-09-19
05404665,05851504,1977-11-14
05404665,06071741,1979-08-30
05404665,06242350,1981-03-10
05404665,06417214,1982-09-13
05404665,06238500,1981-02-26
05404665,06310085,1981-10-09
05404665,06242350,1981-03-10
05404665,06849533,1986-04-08
05404665,07204928,1988-05-31
05404665,06242350,1981-03-10
05404665,06605248,1984-04-30
05404665,06242350,1981-03-10
05404665,06605248,1984-04-30
05405503,06109757,1980-01-07
05402693,06251034,1981-04-03
05402693,06026393,1979-04-02
05402693,05823765,1977-08-11
05405690,90000089,1981-10-15
05405690,90000542,1984-04-09
05406254,05843767,1977-10-20
05407128,05795587,1977-05-10
05406832,06122513,1980-02-19
05406821,05936876,1978-08-25
05406821,06112628,1980-01-16
05406821,06323690,1981-11-20
05406821,06472190,1983-03-04
05406821,07073769,1987-07-15
05406821,08466660,1995-06-06
05406821,08468716,1995-06-06
05406821,08469689,1995-06-06
05407649,05582770,1975-06-02
05407555,05753320,1976-11-22
05407555,05879773,1978-02-21
05407555,05879774,1978-02-21
05407555,05879771,1978-02-21
05407555,06080488,1979-10-01
05407555,06192418,1980-09-29
05406349,05803794,1977-06-06
05406349,06019370,1979-03-12
05406349,90004810,1997-10-17
05407776,05817177,1977-07-20
05406898,05868473,1978-01-10
05394094,05670853,1976-03-26
05399365,08020222,1993-02-16
05399365,90003343,1994-02-24
05399365,07578592,1990-09-04
05399365,08052517,1993-04-29
05399365,08218756,1994-03-28
05399365,90003494,1994-07-11
05408419,05827674,1977-08-25
05408419,05841056,1977-10-11
05408419,06142706,1980-04-22
05408336,05635563,1975-11-26
05408927,05812231,1977-07-01
05408954,05797973,1977-05-18
05409073,90000231,1982-07-22
05409109,90000480,1983-12-14
05409145,06359192,1982-03-18
05409145,06170866,1980-07-21
05409920,90003940,1995-09-07
05409060,06261546,1981-05-07
05409060,06312902,1981-10-19
05409060,07557796,1990-07-26
05407646,05844355,1977-10-21
05407986,06070711,1979-08-29
05410298,05637289,1975-12-03
05410375,05769547,1977-02-17
05406686,05753183,1976-12-22
05406686,05753184,1976-12-22
05406686,05753185,1976-12-22
05406686,05853718,1977-11-21
05406686,05905837,1978-05-15
05406686,06034711,1979-04-30
05406686,06371649,1982-04-26
05406686,06404793,1982-08-03
05410401,05737157,1976-10-29
05409572,90000807,1985-06-27
05409572,90001075,1986-08-27
05411086,05771446,1977-02-24
05411038,90000678,1984-12-03
05407107,05681124,1976-04-28
05411737,90002152,1990-10-02
05411737,90003017,1993-03-29
05410109,06142541,1980-04-21
05410109,07082414,1987-08-06
05410109,07099445,1987-09-21
05410109,07139118,1987-12-23
05412332,05885193,1978-03-10
05411848,06156917,1980-06-06
05411848,06156918,1980-06-06
05411848,06156919,1980-06-06
05411848,06157184,1980-06-06
05411848,06157192,1980-06-06
05411848,06392167,1982-06-25
05411848,06527820,1983-08-30
05405745,90000492,1984-01-23
05412186,90000277,1982-10-18
05412234,05620685,1975-10-08
05412234,05632344,1975-11-17
05412424,05544493,1975-01-27
05412424,06148213,1980-05-09
05412763,06010680,1979-02-09
05405927,90002685,1992-03-30
05412507,05811974,1977-06-30
05412507,06225366,1981-01-15
05412928,06146740,1980-05-05
05412928,06359386,1982-03-18
05413436,05798888,1977-05-20
05405184,05754512,1976-12-27
05405184,06060961,1979-07-26
05405184,06376576,1982-05-10
05405184,06592726,1984-03-22
05405184,06767681,1985-08-16
05405184,08034024,1993-03-22
05405184,08252668,1994-06-02
05404723,05608207,1975-08-27
05404723,05828297,1977-08-29
05404723,06118867,1980-02-06
05404723,06572838,1984-01-23
05411941,90001667,1988-12-14
05413622,06353558,1982-03-01
05413848,90000246,1982-08-25
05413848,90000472,1983-11-25
05413794,05951585,1978-10-16
05402440,06106317,1979-12-21
05403121,05924783,1978-06-12
05403121,06032587,1979-04-23
05403121,06299465,1981-09-04
05402636,05646053,1976-01-02
05402636,05894864,1978-04-10
05413266,05817052,1977-07-19
05413266,06303105,1981-09-17
05413266,07782789,1991-10-24
05413266,07773498,1991-10-09
05413266,07880581,1992-05-08
05413266,08449525,1995-05-24
05402451,90000180,1982-03-29
05402451,90000229,1982-07-19
05402272,90001215,1987-04-09
05401594,90002281,1991-02-14
05415083,06016451,1979-03-05
05399982,05927985,1978-07-26
05400364,05575252,1975-05-07
05416073,05780649,1977-03-23
05416213,06078499,1979-09-24
05416213,05839180,1977-10-04
05416213,05949863,1978-10-10
05415803,05850770,1977-11-11
05416215,05949863,1978-10-10
05416215,05839180,1977-10-04
05416735,06011847,1979-02-13
05399506,06230597,1981-02-02
05417389,05552191,1975-02-24
05417509,05669347,1976-03-22
05417509,06187805,1980-09-16
05417682,05810132,1977-06-27
05417701,05655593,1976-02-05
05418058,05795653,1977-05-10
05418088,05864931,1977-12-27
05418581,05907991,1978-05-22
05418581,06129134,1980-03-10
05415415,05819820,1977-07-28
05419573,05916172,1978-06-16
05414102,05857591,1977-12-05
05419630,06142645,1980-04-22
05419630,06460864,1983-01-25
05419623,05934790,1978-08-18
05419623,05943251,1978-09-15
05419741,05891776,1978-03-30
05419616,06008775,1979-02-02
05419899,05909033,1978-05-24
05420486,06073475,1979-09-07
05420486,06143684,1980-04-25
05420486,06279400,1981-07-01
05420486,90003799,1995-04-21
05420704,90000091,1981-10-20
05421233,06303999,1981-09-21
05420325,05901975,1978-05-01
05421488,06309973,1981-10-09
05421669,05880495,1978-02-23
05421669,05956986,1978-11-01
05413043,06168015,1980-07-14
05422777,06083768,1979-10-11
05412393,05801944,1977-05-31
05422774,05672046,1976-03-30
05422774,05893246,1978-04-05
05422774,06229451,1981-01-29
05422774,06234764,1981-02-17
05422774,06371444,1982-04-23
05411119,05722293,1976-09-24
05411682,05815169,1977-07-13
05421846,90001629,1988-10-31
05423420,05834180,1977-09-19
05423420,90000878,1985-10-07
05424241,05769326,1977-02-16
05421850,90000406,1983-06-20
05423844,05631274,1975-11-12
05424321,05743414,1976-11-19
05424321,06082111,1979-10-05
05424321,06358042,1982-03-15
05424787,90001448,1988-02-26
05425116,90000828,1985-07-30
05410184,06144731,1980-04-28
05410184,06450488,1982-12-16
05409561,90000549,1984-05-02
05425254,90002997,1993-03-16
05425426,05959550,1978-11-13
05425561,05527683,1974-11-27
05425561,05951579,1978-10-16
05425561,05942889,1978-09-18
05425561,06263493,1981-05-14
05425561,06371545,1982-04-26
05426523,05821152,1977-08-02
05426678,06030227,1979-04-16
05423398,05808176,1977-06-20
05423398,05808177,1977-06-20
05427514,05912497,1978-06-05
05427514,06098333,1979-11-29
05428563,05736022,1976-10-27
05428662,05885997,1978-03-13
05425376,06251033,1981-04-03
05420654,05670851,1976-03-26
05420272,05749474,1976-12-10
05418147,90001349,1987-10-13
05418147,90001600,1988-09-12
05418147,90001673,1988-12-19
05418147,90001829,1989-08-25
05429744,05698757,1976-06-22
05429745,06148159,1980-05-07
05418637,06352690,1982-02-25
05418637,06575473,1984-01-30
05419011,05648997,1976-01-14
05419011,06010644,1979-02-08
05429799,06253370,1981-04-13
05430252,05719343,1976-08-31
05430252,08451018,1995-05-25
05429548,90001380,1987-11-18
05419165,05600037,1975-07-29
05429629,06311408,1981-10-14
05418489,06223463,1981-01-08
05418232,05631708,1975-11-13
05430921,06487267,1983-04-21
05430921,06634695,1984-07-26
05430025,90000990,1986-04-22
05431254,05574837,1975-05-14
05431254,05744331,1976-11-23
05431254,05753273,1976-12-22
05431254,05758460,1977-01-11
05431254,05843695,1977-10-19
05416219,06298744,1981-12-21
05416219,90002869,1992-10-29
05416219,08141200,1993-10-21
05431925,90000309,1982-12-21
05430688,05852053,1977-11-16
05430688,06211911,1980-12-01
05430688,06228621,1981-01-26
05430688,06328267,1981-12-07
05432439,05676470,1976-04-13
05432439,05883128,1978-03-03
05432439,06053980,1979-07-02
05432439,06088845,1979-10-29
05432439,06158985,1980-06-12
05432439,06451965,1982-12-21
05433844,90000659,1984-11-01
05432859,05761210,1977-01-21
05432859,06081248,1979-10-02
05432859,06081281,1979-10-02
05432859,06089074,1979-10-29
05433971,06066888,1979-08-16
05433971,06392407,1982-06-25
